name,type,description
Grotadmorv,Poison,"Grotadmorv est un immonde mélange de plusieurs produits toxiques, son corps est entièrement composé d'une mixture pâteuse et épaisse grise violacée et qui dégagerait une odeur insupportable. Un trou béant lui sert de bouche, et on peut y apercevoir sa grande langue bleu-gris. Il possède deux bras avec trois doigts à chaque main, comme sa pré-évolution.
Depuis Pokémon Soleil et Lune, Grotadmorv possède une nouvelle variante, appelée Grotadmorv d'Alola.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, Grotadmorv est vert plutôt que violet.
Grotadmorv est l'évolution de Tadmorv à partir du niveau 38.
La première apparition de Grotadmorv dans le dessin animé se fait à l'épisode 30, à Salville, où les héros combattent un groupe de Tadmorv dirigés par un Grotadmorv qui occupent la centrale électrique. Sacha finit par capturer le Grotadmorv pour s'en débarrasser, puis l'envoie dans la foulée au Professeur Chen — l'odeur étant plutôt insupportable, même à travers la Poké Ball. Ce Grotadmorv s'avère au final très affectueux, puisqu'il adore se jeter sur le Professeur, mais également utile en combat, où ses aptitudes à encaisser les attaques au sein de sa structure interne molle sans broncher fait des merveilles à plusieurs reprises, comme lors du quatrième match de la Ligue Indigo de l'épisode 77, ou lors du combat contre Régis en seizièmes de finale de la Conférence Argentée, dans l'épisode 270.
On peut voir des Grotadmorv lors du « Prix Feu et Secourisme » de l'épisode 147, ainsi que dans les flash-back de l'Infirmière Joëlle du Lac Lucide dans l'épisode 206.
Un groupe de Grotadmorv pollue le lac des Psykokwak dans l'épisode DP087.
Dans l'édition de Glénat, Grotadmorv est le titre du chapitre 71.
Grotadmorv apparaît pour la première fois dans l'extension Fossile, sortie le 1er novembre 2000 en France.
Grotadmorv apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Kokiyas,Eau,"Kokiyas est un mollusque avec une épaisse coque violette. Chaque partie de cette coque comporte deux pics. Son corps s'apparente à une sphère noire équipée de deux grands yeux à très petites pupilles, et d'une bouche laissant le plus souvent ressortir sa large langue.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, la coquille de Kokiyas est orange vif, alors qu'elle est normalement violette.
Kokiyas évolue en Crustabri lorsqu'il est mis en contact avec une Pierre Eau.
Dans Pokémon Quest, Kokiyas évolue au Niveau 36 en Crustabri, les pierres évolutives n'existant pas dans ce jeu.
Kokiyas n'apprend aucune capacité via le donneur de capacités.
À l'heure actuelle, Kokiyas n'a été distribué de manière événementielle qu'en deux occasions :
Aucune
Kokiyas apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Kokiyas apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Crustabri,Eau,"Crustabri est un petit mollusque protégé dans deux paires de coquilles. Sa tête, une petite sphère noire, possède deux yeux menaçants et une bouche souriante. Elle est entourée de deux petites coquilles grises et d'un dard au dessus de la tête. Ces deux coquilles grises sont elles-mêmes protégées par deux grande coquilles violettes, irrégulières et couvertes de petits dards pointant sur les côtés.
Dans Pokémon Rouge et Bleu, sa coquille s'ouvrait horizontalement. Elle s'ouvre verticalement dans tous les autres jeux.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, la carapace de Crustabri est bleu indigo au lieu de violet.
Crustabri est l'évolution de Kokiyas lorsque ce dernier est mis en contact avec une Pierre Eau.
Dans Pokémon Quest, Kokiyas évolue au Niveau 36 en Crustabri, les pierres évolutives n'existant pas dans ce jeu.
Crustabri possède la plus haute statistique de Défense du type Eau.
Crustabri a été vu à plusieurs reprises dans le dessin animé. La première fois est dans l'épisode 36, en possession d'un adversaire d'Ondine : Taïra.
On peut en voir un dans l'épisode La montagne de l'évolution, ainsi qu'un autre appartenant à Giovanni dans l'Arène de Jadielle dans l'épisode 63.
Dans l'épisode 69, un Crustabri participe au casting et dans l'épisode 76, l'adversaire du 3e tour de la Ligue Indigo de Sacha voit son Crustabri se faire battre par Krabboss.
On en voit ensuite dans la saison 2, sous les ordres d'un sculpteur, Matéo, dans l'épisode 87, et sous les ordres de Sirena dans l'épisode 99.
Dans l'épisode 168, un Crustabri participe au concours de pêche de Poissoroy.
Butch en utilise également un lorsqu'il essaye de capturer Sulfura avec Cassidy, dans Le Pokémon Légendaire et le volcan.
Dans l'épisode 543, un Crustabri participe au concours de la Coupe Marc.
Dans l'édition de Glénat, Crustabri est le titre du chapitre 45.
Crustabri apparaît pour la première fois dans l'extension Gym Heroes, jamais sortie en France.
Crustabri apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Fantominus,Spectre,"Fantominus n'a pas de vraie forme, ce qui est dû au gaz toxique qui compose 95 % de son corps. Cependant, il apparaît constamment sous la forme d'un Pokémon noir et sphérique entouré d'une brume violette. Il a une large bouche rose avec deux crocs visibles. Ses yeux semblent dépasser son corps rond, avec des paupières visibles. Le gaz toxique qui entoure son corps peut causer des évanouissements et des suffocations, et il est capable de terrasser un éléphant en quelques fractions de seconde. Comme il est principalement constitué de gaz, son corps se rapetisse par temps de forts vents. Fantominus est l'un des Pokémon les plus légers connus à ce jour.
Le dessin animé suggère que Fantominus a une personnalité joueuse en faisant parfois des farces terrifiantes aux gens pour s'amuser. Cependant, il est montré que lorsqu'il rencontre un humain, il s'empresse d'absorber ses souvenirs. Il change souvent de forme et crée des illusions, et est aussi capable de traverser des objets solides ou encore de créer avec son gaz des mains tangibles. Fantominus peut être trouvé dans les vieux bâtiments désaffectés ou dans les grottes. C'est aussi l'un des occupants les plus communs des différentes tours funéraires des jeux, comme la Tour Perdue au sud de Bonville.
Dans Légendes Pokémon : Arceus, ce Pokémon a par défaut un comportement agressif et attaque le protagoniste dès qu'il le voit.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, Fantominus a son gaz bleu au lieu de mauve et le corps violet.
Fantominus évolue à partir du niveau 25 en Spectrum, qui peut évoluer en Ectoplasma lorsqu'il est échangé entre Dresseurs ou au contact d'un Fil de Liaison. Celui-ci peut ensuite méga-évoluer en Méga-Ectoplasma.
Sa première apparition est dans l'épisode 20, où un Fantominus sauvage se manifeste lors des festivités de la fin de l'été à la Pointe de la Bien-Aimée.
Un autre apparaît dans l'épisode 23, où il est accompagné d'un Spectrum et d'un Ectoplasma.
Un Fantominus a un rôle important dans l'épisode 95, où il protège le Trophée de Ligue Orange de son ancien maître avec un Spectrum.
Mortimer, le Champion de Rosalia, en oppose un à Sacha pendant leur affrontement dans les épisodes 181 et 182.
Des Fantominus sauvages apparaissent dans l'épisode 227.
Dans l'épisode 494, 4 Fantominus sortent du Centre Pokémon lorsque Sacha et ses amis ouvrent les portes.
Dans l'édition de Glénat, Fantominus est le titre du chapitre 13 et du chapitre 49.
Fantominus apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Fantominus apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Spectrum,Spectre,"Spectrum ressemble à un fantôme violet avec un corps fait de gaz. Il n'a pas de bras visibles et son corps se termine par une queue dentelée. Ses mains désincarnées ont trois doigts pointus et ses yeux sont larges et triangulaires. Tout comme sa pré-évolution, Spectrum est l'un des plus légers Pokémon connus à ce jour, ayant le plus grand rapport taille/masse soit 1,60 m pour seulement 0,1 kg.
Dans Pokémon : Let's Go, Pikachu et Let's Go, Évoli, Spectrum peut être utilisé en tant que Poké Monture.
Dans Légendes Pokémon : Arceus, ce Pokémon a par défaut un comportement agressif et attaque le protagoniste dès qu'il le voit.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Dans toutes les versions, l'intérieur de la bouche d'un Spectrum chromatique est bleu. Jusqu'à la cinquième génération incluse, une aura est visible autour des mains de Spectrum, qui est également de couleur bleue pour un Spectrum chromatique. Dans la deuxième génération, des touches bleues étaient présentes sur tout son corps. Enfin, dans Pokémon Rouge Feu et Vert Feuille ainsi que depuis Légendes Pokémon : Arceus, la couleur violette du corps de Spectrum est plus claire pour un représentant chromatique.
Spectrum est l'évolution de Fantominus à partir du niveau 25, et évolue en Ectoplasma lorsqu'il est échangé entre Dresseurs ou au contact d'un Fil de Liaison. Celui-ci peut ensuite méga-évoluer en Méga-Ectoplasma.
Dans Pokémon Quest, Spectrum évolue au Niveau 36 en Ectoplasma, les échanges n'existant pas dans ce jeu.
À l'heure actuelle, Spectrum n'a été distribué de manière événementielle qu'en deux occasions :
Spectrum apparaît dans l'épisode 23, où Sacha en rencontre un en compagnie d'un Ectoplasma et d'un Fantominus dans la Tour Pokémon de Lavanville. Celui-ci accepte de l'accompagner pour faire face à Morgane, qu'il combat par le rire après avoir disparu dans un premier temps dans l'épisode 24. Mortimer utilise un Spectrum lors de son combat contre Sacha dans l'EP182.
Dans l'épisode 274, quatre Spectrum causent quelques ennuis à Miaouss et Pikachu, mais finissent par envoyer la Team Rocket vers d'autres cieux.
Spectrum a une figurine à son effigie dans le jeu de figurines à collectionner, dans la 3e extension. Sa figurine est la numéro 16. Pour plus d'informations, voir Spectrum (3e extension 16).
Spectrum apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Spectrum apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Ectoplasma,Spectre,"Ectoplasma est un Pokémon bipède violet foncé avec un corps rondouillard. Il a de grands yeux rouges, une large bouche arborant souvent un rictus sinistre et des oreilles pointues. Il a sur son dos et sur sa tête des piques qui ressemblent à de la fourrure ébouriffée. Ses bras et ses jambes sont trapus avec trois doigts sur chaque bras et chaque jambe. Il a également une petite queue.
Ectoplasma a la capacité de se dissimuler parfaitement dans l'ombre de n'importe quel objet, utilisant sa discrétion exceptionnelle. Cependant, ses mouvements agissent comme un dissipateur thermique : sa présence rafraîchit l'air de la zone environnante jusqu'à environ 5 degrés Celsius, car il absorbe la chaleur. Le dessin animé montre également qu'Ectoplasma peut voler et posséder les gens, ainsi que les Pokémon.
Ectoplasma est un Pokémon très malicieux et parfois méchant. Il s'amuse à faire des blagues et à lancer des malédictions, comme faire semblant d'être l'ombre de quelqu'un avant de se comporter de manière erratique. Quand sa proie le remarque, Ectoplasma se nourrit de la terreur de la victime. Cependant, Ectoplasma est démontré comme étant un Pokémon loyal au Dresseur qui s'en occupe correctement. Étant le résultat d'une évolution par échange, Ectoplasma est rarement trouvable à l'état sauvage, même si certains individus ont été aperçus dans les grottes et les endroits sombres, où les ombres se forment. Il apprécie tout particulièrement les zones urbaines, comme les grandes villes et les impasses, mais seulement durant la nuit.
Ectoplasma pourrait être inspiré d'un monstre de la mythologie japonaise : Betobeto-san.
Pendant la première génération, l'attaque signature de la famille évolutive d'Ectoplasma était Ombre Nocturne, anciennement appelée Ténèbres.
Dans Légendes Pokémon : Arceus, ce Pokémon est trouvable à l'état sauvage uniquement dans des Distorsions spatio-temporelles. Il a donc par défaut un comportement agressif et attaque le protagoniste dès qu'il le voit.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, Ectoplasma a le corps légèrement plus clair et gris que lorsqu'il ne l'est pas. Cette différence peu flagrante en sixième génération est due à la recoloration du sprite normal le rendant beaucoup plus foncé qu'il ne l'était précédemment.
Ectoplasma est l'évolution de Spectrum lorsque celui-ci est échangé entre Dresseurs ou au contact d'un Fil de Liaison. Spectrum est lui-même l'évolution de Fantominus à partir du niveau 25.
Depuis la sixième génération, Ectoplasma peut méga-évoluer en Méga-Ectoplasma s'il tient une Ectoplasmite.

Dans Pokémon Quest, Spectrum évolue au niveau 36 en Ectoplasma, puisque les échanges ne sont pas présents dans ce jeu.
Depuis Pokémon Épée et Bouclier, certains Ectoplasma sont capables de prendre une forme Gigamax en combat, pendant trois tours.
Jusqu'à la sixième génération :
À partir de la septième génération :
Ectoplasma a été distribué de manière événementielle à diverses occasions :
Ectoplasma apparaît comme personnage jouable, où il est de type Rapide.
Ectoplasma a été dévoilé dans l'émission NicoNico du 26 Avril 2015. Il a été intégré au jeu après un vote organisé sur Twitter.
Dans l'édition de Glénat, Ectoplasma est le titre du chapitre 52.
Ectoplasma apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Ectoplasma apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Onix,Roche,"Onix est un Pokémon semblable à un serpent dont le corps est composé d'une quinzaine de gros rochers gris alignés les uns derrière les autres. Il possède une grande corne au sommet de sa tête et des yeux noirs. Sa mâchoire ne comporte aucune dent et ressemble à un bec. Sa consistance le rend inexpressif. Tout comme le serpent, il ne possède pas de membres. Il est le plus grand Pokémon de type Roche.
Dans Pokémon : Let's Go, Pikachu et Let's Go, Évoli, Onix peut être utilisé en tant que Poké Monture.
Dans Légendes Pokémon : Arceus, ce Pokémon a par défaut un comportement agressif et attaque le protagoniste dès qu'il le voit.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, Onix arbore une teinte verdâtre.
Onix évolue en Steelix s'il est échangé alors qu'il porte une Peau Métal. Dans Légendes Pokémon : Arceus, le simple contact avec un Peau Métal suffit pour déclencher l'évolution.
Depuis Pokémon Rubis Oméga et Saphir Alpha, Steelix peut méga-évoluer en Méga-Steelix.
Onix est le Pokémon à la plus haute statistique de Défense parmi les Pokémon pouvant évoluer.
Dans l'édition de Glénat, Onix est le titre du chapitre 5.
Onix apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Onix apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Soporifik,Psy,"Soporifik est un Pokémon bipède, avec le haut de corps jaune et le bas marron. La frontière entre ces deux couleurs, au niveau de sa ceinture, forme des ondulations. Il possède trois doigts à chaque main et deux orteils jaunes à chaque pied. Son nez forme une courte trompe striée et tombante. Ses yeux sont plissés, et il est souvent vu souriant. Il est inspiré du baku, qui, dans la mythologie japonaise, dévore les rêves.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, Soporifik a une teinte rose au lieu du jaune et marron habituel.
Soporifik évolue en Hypnomade à partir du niveau 26.
À l'heure actuelle, Soporifik n'a été distribué de manière événementielle qu'en une seule occasion :
Un Soporifik apparaît d'abord dans l'épisode 27.
Dans l'épisode 86, Butch et Cassidy se servent des pouvoirs psychiques d'un Soporifik pour contrôler des Pokémon.
Goh en capture un dans le LV053.
Soporifik a une figurine à son effigie dans le jeu de figurines à collectionner, dans la 3e extension. Sa figurine est la numéro 9. Pour plus d'informations, voir Soporifik (3e extension 9).
Soporifik apparaît pour la première fois dans l'extension Set de Base, sortie le 18 novembre 1999 en France.
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Hypnomade,Psy,"Hypnomade a le corps d'un félin de couleur jaune au nez proéminent. Bipède, il possède une fourrure blanche autour de son cou et une pièce de monnaie accrochée a une ficelle faisant office de pendule, lui servant à hypnotiser ses adversaires. En effet, une fois endormis, ces derniers sont violemment projetés sur un mur ou sur un rocher. Plusieurs légendes urbaines sont contées autour de ce Pokémon : on raconte notamment qu'il hypnotise les enfants afin de les enlever.
Les Hypnomade mâles ont un collier de fourrure plus petit que celui des femelles.
Les Hypnomade chromatiques ont le corps rose violet au lieu de jaune. La fourrure de leur cou reste blanche.
Hypnomade est l'évolution de Soporifik à partir du niveau 26.
Un Hypnomade apparaît d'abord dans l'Épisode 27, où ses ondes hypnotiques amènent les enfants à disparaître pour se retrouver dans un parc, où ils se comportent comme des Pokémon.
Dans l'épisode 156, on peut en voir un avec un habitant afin de se protéger des spectres.
Miky en possède un dans l'épisode 176.
Harrison utilise un Hypnomade durant son match contre Sacha lors de la Conférence Argentée dans l'épisode 271.
On en voit un dans l'AG146 avec d'autres Pokémon Psy, dans le village abandonné.
Saubohne en possède un.
Hypnomade apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Hypnomade apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Krabby,Eau,"Krabby a l'apparence d'un petit crabe. Sa carapace est orange vif, tandis que son ventre et ses pattes sont d'un orange très pâle. Il a deux grands yeux aux petites pupilles noires. Sa bouche forme un large V, avec deux crocs inférieurs proéminents. Il a de petites cornes sur la tête, deux grandes pinces orange, et deux paires de pattes sur les côtés.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, Krabby a le haut du corps et les pinces jaune foncé au lieu de rouge et le reste du corps tire également davantage sur le jaune qu'à l'ordinaire.
Krabby évolue en Krabboss à partir du niveau 28.
Krabby n'apprend aucune capacité via le donneur de capacités.
Krabby apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Krabby apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Krabboss,Eau,"Krabboss est inspiré du crabe violoniste et du crabe araignée.
Sa carapace est orange vif, tandis que son ventre et ses pattes sont d'un orange très pâle. Il a deux grands yeux en demi-lune. Sa large bouche présente deux grands crocs inférieurs et quatre crocs centraux plus petits. Il a six longues cornes sur la tête, et deux paires de pattes sur les côtés. Il se distingue de sa pré-évolution par sa pince gauche démesurée. Très lourde, il a du mal à se déplacer avec.
Une représentation spécifique à Pokémon Rouge et Bleu montre Krabboss ayant deux grosses pinces. La description Pokédex de ces mêmes jeux le décrit comme n'en n'ayant qu'une seule.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, Krabboss a le corps d'un jaune foncé tirant vers le vert.
Krabboss est l'évolution de Krabby à partir du niveau 28.
Depuis Pokémon Épée et Bouclier, certains Krabboss sont capables de prendre une forme Gigamax en combat, pendant trois tours.
Krabboss n'apprend aucune capacité via le donneur de capacités.
La première apparition de Krabboss se fait dans l'épisode 42, où il fait partie de l'Arène Kas.
Sacha en possède un. Après son évolution, il remporte son match contre Marc l'époustouflant. Il se retrouve de nouveau chez le Professeur Chen et on le voit très rarement. Sacha l'utilise lors du tournoi des Tourb'Îles. Il veut l'utiliser lors de la Conférence Argentée, mais lors de l'entraînement, il est mis K.O. et il ne peut pas continuer de match dans le tournoi. Il reste depuis chez le Professeur Chen.
Durant son match contre Giovanni dans l'épisode 63, Régis affronte un Krabboss.
Krabboss apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Voltorbe,Électrik,"Voltorbe est un Pokémon sphérique ressemblant à une Poké Ball ; d'ailleurs il utilise cette ressemblance comme un leurre et, dès qu'un Pokémon ou un humain s'approche de lui, il explose. Cette tendance à exploser au moindre choc est due à la quantité démentielle d'électricité qu'il stocke. Il erre dans les centrales électriques et en vole l'énergie, ce qu'il est aussi capable de faire avec d'autres appareils électriques tels des trains.
Il a un regard agressif avec des yeux triangulaires et de petites pupilles noires et ne semble pas posséder de bouche.
Depuis Légendes Pokémon : Arceus, Voltorbe possède une nouvelle variante, appelée Voltorbe de Hisui.
Dans Pokémon Écarlate et Violet, ce Pokémon s'autodétruit si le protagoniste s'approche. Cependant, les spécimens chromatiques ne s'autodétruisent pas et observent le protagoniste à la place[1].
Ce Pokémon est asexué, il n'y a donc pas de Voltorbe mâle ou femelle.
Lorsqu'il est chromatique, Voltorbe a sa couleur rouge habituelle remplacée par un bleu électrique.
Voltorbe évolue en Électrode à partir du niveau 30.
Pour les localisations du Voltorbe de Hisui, consultez sa page dédiée.
La première fois qu'un Voltorbe apparaît dans le dessin animé se fait dans l'épisode 32.
Un jeune garçon en possède un dans l'épisode 49, on peut en apercevoir un avec son Dresseur lors du concours de pêche de Poissoroy dans l'épisode 168 et des Voltorbe font partie des Pokémon se rendant au lac qui guérit les Pokémon électriques dans l'épisode 242.
Trois Voltorbe sauvages apparaissent lors de la Conférence Argentée dans l'épisode 267.
Le Champion de Lavandia, Voltère, utilise un Voltorbe durant son (bref) match contre Sacha.
Un Voltorbe est aperçu dans le XY062, lorsque tous les Pokémon Électrik d'une ville deviennent comme contrôlés par le mal.
Dans le LV081, Goh capture un Voltorbe chromatique.
Dans l'édition de Glénat, Voltorbe est le titre du chapitre 10.
Voltorbe a une figurine à son effigie dans le jeu de figurines à collectionner, dans la première extension : le Premier Défi. Sa figurine est la numéro 23. Pour plus d'informations, voir Voltorbe (Premier Défi 23).
Voltorbe apparaît pour la première fois dans l'extension 拡張シート, jamais sortie en France.
Voltorbe apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Électrode,Électrik,"Électrode est une grosse Poké Ball retournée. Il possède maintenant des yeux expressifs ainsi qu'une bouche souriante. Comme sa pré-évolution, il est très sensible et explose au moindre choc.
Depuis Légendes Pokémon : Arceus, Électrode possède une nouvelle variante, appelée Électrode de Hisui.
Ce Pokémon est asexué, il n'y a donc pas d'Électrode mâle ou femelle.
Lorsqu'il est chromatique, la partie inférieure d'Électrode est bleu électrique au lieu de rouge.
Électrode est l'évolution de Voltorbe à partir du niveau 30.
Pour les localisations du Électrode de Hisui, consultez sa page dédiée.
Ce Pokémon n'apprend aucune capacité par reproduction.
Dans Pokkén Tournament, Électrode est un Pokémon de soutien et peut être utilisé par le joueur durant le combat.
La première apparition d'Électrode se fait dans Le Poké-marathon, où il participe au marathon, mais tombe dans un trou de la Team Rocket et explose.
Un Électrode apparaît dans l'épisode 93. Il est utilisé par Danny, le Champion de l'Île Double Chantilly, pour l'épreuve de descente.
Un Électrode apparaît dans le court-métrage accompagnant le deuxième film Pokémon.
Une plus grande apparition est dans l'épisode 114, où une bande d'Électrode et de Voltorbe sont chassés de leur ville en raison de leurs explosions.
Dans l'épisode 199, des Électrode gardent un bâtiment avec d'autres Pokémon électriques.
Un Électrode original apparaît dans l'épisode 315 : il est en effet peint de manière à ressembler à une pastèque géante.
Un concours d'imitation Pokémon est organisé dans l'épisode 499, on peut y voir un Électrode.
Un autre Électrode est vu dans le XY062 avec d'autres Pokémon de son type, dont un Voltorbe.
Dans l'édition de Glénat, Électrode est le titre du chapitre 75.
Électrode apparaît pour la première fois dans l'extension Set de Base, sortie le 18 novembre 1999 en France.
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
Noeunoeuf,Plante,"Noeunoeuf est habituellement composé de six entités ressemblant à des œufs avec un visage souvent menaçant. La plupart de ces œufs sont craquelés par endroits, l'un d'eux est ouvert et laisse apparaître son jaune.
Dans Pokémon Rouge et Bleu, l'œuf central était représenté de manière beaucoup plus imposante que les autres.
Il n'y a aucune différence entre les individus mâles et femelles de cette espèce.
Lorsqu'il est chromatique, chaque œuf est doré, évoquant six petites pépites d'or.
Noeunoeuf évolue en Noadkoko lorsqu'il est mis au contact d'une Pierre Plante. Depuis Pokémon Soleil et Lune, il peut aussi évoluer en Noadkoko d'Alola.
Noeunoeuf et sa lignée évolutive sont les seuls Pokémon à pouvoir apprendre Pilonnage.
À l'heure actuelle, Noeunoeuf n'a été distribué de manière événementielle qu'en une seule occasion :
On en voit un pour la première fois dans l'épisode 26, dans l'Arène de Céladopole.
Un autre a un plus grand rôle dans l'épisode 43, où il évolue en Noadkoko.
Un Noeunoeuf appartenant à Stella apparait dans l'épisode 64.
On peut en apercevoir un dans l'épisode 156, où il permet à un habitant de se protéger des spectres.
Plusieurs Noeunoeuf sauvages apparaissent dans l'épisode 229.
Un autre Noeunoeuf apparaît dans le court-métrage Pikachu à la rescousse, où l'une de ses têtes est perdue, puis retrouvée par un Leveinard. Les têtes du Noeunoeuf dansent alors autour d'une Pierre Plante, faisant évoluer le Pokémon en Noadkoko.
Goh en capture un dans le LV021.
Noeunoeuf a une figurine à son effigie dans le jeu de figurines à collectionner, dans la 3e extension. Sa figurine est la numéro 11. Pour plus d'informations, voir Nœunœuf (3e extension 11).
Noeunoeuf apparaît pour la première fois dans l'extension Base Set 2, jamais sortie en France.
Noeunoeuf apparaît également sur les cartes suivantes :
Cet article fait partie du Projet Pokédex, qui a pour but la mise en place d'articles exhaustifs pour chaque Pokémon. Merci de lire la page du projet avant toute édition !
"
